,percents,count_won,starting_player
155,"[0.4460805639796129, 0.44759094474501565, 0.4558671824629271, 0.46800310911497545, 0.4297921553296846, 0.7068608740403997, 0.6927336686673892, 0.5107312735722762]",3,Republican
156,"[0.45907399098888463, 0.44871259162803956, 0.4571743462769491, 0.4895768318561977, 0.39203795984171186, 0.7367932026959833, 0.6882761028209831, 0.5061760417029111]",3,Republican
157,"[0.5649929436232638, 0.5702239260146942, 0.6384187669954138, 0.4466835423642789, 0.4577880259611337, 0.48128066180406215, 0.49991879915551124, 0.5010302259869986]",4,Democrat
158,"[0.44908185635669867, 0.4609320019020447, 0.44840550128187, 0.41801988720307304, 0.4600990020155732, 0.7280002904971132, 0.7035747579095561, 0.4985266541655505]",2,Republican
159,"[0.556492416257816, 0.546039657212521, 0.644777216509825, 0.664263154954203, 0.37000542234004097, 0.41592100300433094, 0.4800929008682114, 0.4846488706365503]",4,Democrat
160,"[0.5408898377296403, 0.5457240371162738, 0.5705582040994822, 0.6649809064774954, 0.4301597460529828, 0.4354679772425846, 0.46550325062769093, 0.5009464079818183]",5,Democrat
161,"[0.45245178036776706, 0.4515653235653236, 0.45193015405700365, 0.4487891559540582, 0.4299331536552312, 0.7349402017158709, 0.6933383424346916, 0.5081577764855149]",3,Republican
162,"[0.4510796523608996, 0.44627821905431775, 0.4456750920057248, 0.4525893259867151, 0.47105339984514427, 0.7019128917689575, 0.674115839103451, 0.5115885711198965]",3,Republican
163,"[0.6862702416739455, 0.5114183099545978, 0.5237442907117774, 0.6098737829755114, 0.4212120280408314, 0.42231475925084794, 0.4680038723158174, 0.49991903965152124]",4,Democrat
164,"[0.6758597706789908, 0.5843325095539066, 0.6428448820111777, 0.4300363968078561, 0.44325001585992513, 0.4558030420044787, 0.46865608182093516, 0.4804963012510182]",3,Democrat
165,"[0.5300258997048171, 0.6232186997130013, 0.6856895051568103, 0.5110560854978285, 0.40298827822229644, 0.44289733441419105, 0.46266496245406613, 0.4976428374998363]",4,Democrat
166,"[0.4516416527040034, 0.44819134040519815, 0.45172321632700374, 0.44533911789350145, 0.7120739667410647, 0.5978901447815603, 0.5295073730496741, 0.5083071201983312]",4,Republican
167,"[0.4558766033119348, 0.449170276400962, 0.4616399013497835, 0.4180128470357622, 0.4563185068981387, 0.7159212279467185, 0.7036760326711192, 0.49756777125630897]",2,Republican
168,"[0.6736983697114264, 0.6952966162745402, 0.4477400145703335, 0.5188649488038045, 0.40577589043671747, 0.4593043505546055, 0.45879003225331566, 0.49233430301124304]",3,Democrat
169,"[0.4550291922252605, 0.4505080020823887, 0.425764715520668, 0.45165966125903667, 0.4755240280164208, 0.4828162019623328, 0.7099814554421144, 0.7014982439466684]",2,Republican
170,"[0.7150087674086921, 0.5619394658418428, 0.5415177130286111, 0.4365440906268611, 0.45645545018932415, 0.5122390003389933, 0.45592154389924167, 0.459568341649189]",4,Democrat
171,"[0.61048524413001, 0.5681364100332993, 0.5250062336885151, 0.5100546745979573, 0.6301413743351207, 0.41426580435020904, 0.4280478035542041, 0.46342983220260314]",5,Democrat
172,"[0.4250797024442083, 0.46851346727594245, 0.43661834059064325, 0.4775358545632204, 0.4791691879957478, 0.6739665269066842, 0.6501799672187858, 0.5511320343103934]",3,Republican
173,"[0.4480456978931409, 0.45403819787647864, 0.46672339523604695, 0.42897344629935996, 0.48029394131221886, 0.7078900155487926, 0.6439361284328093, 0.4970052130861404]",2,Republican
174,"[0.5285230894514412, 0.6520069774937904, 0.6893146647015476, 0.40527337278106507, 0.4355753071419374, 0.4586554191590594, 0.4629444020438126, 0.5054498682101574]",4,Democrat
175,"[0.7083849526338826, 0.6886406219413295, 0.5333766553879938, 0.43400271770482135, 0.4399906475968886, 0.44299046302523876, 0.4557182439817992, 0.47860407835378704]",3,Democrat
176,"[0.4397955986523982, 0.4612134104669407, 0.4557758856842564, 0.42469427401881243, 0.693434647132783, 0.6791205851196523, 0.5100254742910773, 0.5013687535433708]",4,Republican
177,"[0.5534209997755172, 0.537479262689112, 0.7116705243746956, 0.44562739118201605, 0.4488911133281847, 0.46489433129775876, 0.47145249553312957, 0.49995149210291434]",3,Democrat
178,"[0.44987928076752015, 0.4262393553825425, 0.47987054636855864, 0.39956014431347653, 0.480141080107173, 0.705823105488858, 0.7049855559311284, 0.5208817834019088]",3,Republican
179,"[0.5790764541466394, 0.5511959134793966, 0.5719152468849565, 0.6336226239363278, 0.4379946352838829, 0.4277565678788663, 0.47704356873121484, 0.48116670955720675]",4,Democrat
180,"[0.440354556277989, 0.4655901030182308, 0.478832671957672, 0.4728228745936361, 0.37954204522940194, 0.709233450916571, 0.7258766581679784, 0.512093240830418]",3,Republican
181,"[0.619057681771934, 0.5623060198440684, 0.7357510869286996, 0.3996122361051271, 0.45220840071189294, 0.46832996253439874, 0.4684130621875393, 0.4760261515333928]",3,Democrat
182,"[0.547580255202767, 0.52826702541641, 0.6268125475274177, 0.6387979157094116, 0.3968315818592297, 0.45824488978573297, 0.48337851564774614, 0.4898027216946725]",4,Democrat
183,"[0.5491058267104083, 0.6527717532749198, 0.6817931363438243, 0.4318435121555819, 0.4147681282293283, 0.4527104791360702, 0.4696646510505339, 0.5088548819979083]",4,Democrat
184,"[0.45047543201466117, 0.4507681475655241, 0.4549630394877766, 0.43831808438501263, 0.48047777469734776, 0.7044022056225295, 0.6686437661454313, 0.5088670367502066]",3,Republican
185,"[0.5197299049689889, 0.6797198266854285, 0.5460213796016505, 0.6575612558494944, 0.4035313312763517, 0.41309377293670796, 0.4765169388187891, 0.4790357836658015]",4,Democrat
186,"[0.7087836675536101, 0.5129577408848995, 0.6469317357519713, 0.4376365854208038, 0.4411995340236925, 0.4469476277326392, 0.48305327053967273, 0.49374782910732895]",3,Democrat
187,"[0.4433070915971598, 0.451697063824824, 0.4668739589831315, 0.44994312395404656, 0.4809778930932834, 0.46219469878614144, 0.7126531989055882, 0.7082884080311274]",2,Republican
188,"[0.44564462471814614, 0.4494936455583453, 0.46040375876096806, 0.4779398024344509, 0.41280301855584844, 0.7307029175361448, 0.7018917833645495, 0.4977903760789756]",2,Republican
189,"[0.4368825153082268, 0.4669736611482018, 0.4766839033415191, 0.637886084551931, 0.42348248133773964, 0.6808196399964851, 0.5269141157334818, 0.5221830821474558]",4,Republican
190,"[0.54840803699827, 0.6752621954345808, 0.5209437556998258, 0.5904336580739719, 0.41842562134502925, 0.44720393653621193, 0.45890668971171533, 0.4939731336420665]",4,Democrat
191,"[0.4506503442999235, 0.4511950778942956, 0.47368668816430565, 0.47303737706173965, 0.44649135543086194, 0.4735210461652389, 0.7194436460611, 0.6865075001099723]",2,Republican
