,percents,count_won,starting_player
769,"[0.42356416147029863, 0.5185208479536035, 0.4760555871367229, 0.5696015048636217, 0.4419824138717211, 0.5401256639935073, 0.6671868306713176, 0.5100278604086612]",5,Republican
770,"[0.44504931267867487, 0.6898247827001007, 0.45477203179429937, 0.5850791854853917, 0.4518460857396673, 0.6009604712481253, 0.47014932674152027, 0.477512703755032]",3,Republican
771,"[0.44447061936678917, 0.5486559900742624, 0.44278983465160315, 0.5932984608815237, 0.47605236643629467, 0.5272837326876824, 0.642354174990012, 0.5011836716926673]",5,Republican
772,"[0.44235365067348437, 0.7031280572671124, 0.45031224622845445, 0.5110761071122366, 0.4766140090222119, 0.6946449744710712, 0.47870253563769394, 0.41282077573430026]",3,Republican
773,"[0.6231214149302886, 0.44934968957751326, 0.5780326739824044, 0.4595429414166221, 0.601223366180885, 0.465615763546798, 0.48549037912334253, 0.5009303883749548]",4,Democrat
774,"[0.7132972601469473, 0.4417068494372289, 0.5503010862433477, 0.4499082917994166, 0.5748442025805319, 0.4328176333930482, 0.47856546587041676, 0.4944930913933744]",3,Democrat
775,"[0.45937564941812137, 0.52500058785393, 0.43440900538590355, 0.5554953110913623, 0.45820913356736176, 0.7000918982992156, 0.5028753091647794, 0.4953692560806333]",4,Republican
776,"[0.4595923873891574, 0.5711414326128069, 0.4377544252308099, 0.6308303988521295, 0.4737066978145268, 0.6847605193530106, 0.43606090106476153, 0.4787388549782476]",3,Republican
777,"[0.5761777816784235, 0.4435729932085044, 0.5949784739172564, 0.4588747486143912, 0.6122414538391847, 0.4011396410597728, 0.5822508790366788, 0.5031962936629298]",5,Democrat
778,"[0.5590017246206007, 0.4489574749829265, 0.6516248067253095, 0.4592151891531339, 0.5273231936298213, 0.3659214173975295, 0.6719107894641397, 0.4796494136838305]",4,Democrat
779,"[0.5379465799974098, 0.4437421105186804, 0.5513120306826462, 0.4756846719177405, 0.6045181283974869, 0.3989986805272958, 0.6447399826519267, 0.5065344081806112]",5,Democrat
780,"[0.4527770069954581, 0.66817525583502, 0.4496267986932243, 0.5856861163395178, 0.44743940430058504, 0.647813388533971, 0.44685175700531177, 0.47581523131307957]",3,Republican
781,"[0.6062313567167249, 0.45295244498855053, 0.5743889578163772, 0.4427332507385876, 0.539963887442433, 0.47366301707211556, 0.6505732356762468, 0.4179248818345563]",4,Democrat
782,"[0.6695731889310536, 0.45381557009106066, 0.6512876629405105, 0.44663350132067214, 0.5528142449848964, 0.4676108724981743, 0.428782628095486, 0.5058470647049021]",4,Democrat
783,"[0.5435389053092177, 0.45336824183237495, 0.5906700458821862, 0.44278819034921285, 0.6963505047465325, 0.46389711923910065, 0.4719161631145456, 0.4782298713357209]",3,Democrat
784,"[0.5369916429267738, 0.4615475850838417, 0.562301664101548, 0.46050793570530124, 0.5748018078479897, 0.47818746690908365, 0.5988306864664851, 0.4860182219493171]",4,Democrat
785,"[0.4470430256111796, 0.5224478336356068, 0.4566081167110417, 0.6853988170913714, 0.47009507289798225, 0.691351309071775, 0.448375214912811, 0.44505024588411374]",3,Republican
786,"[0.5901456972654848, 0.4573165131076771, 0.6411404635079646, 0.44876776717157896, 0.7044523087202023, 0.4792947819497442, 0.3431665668150586, 0.4971225020016667]",3,Democrat
787,"[0.44735446290467556, 0.6690133758956298, 0.45471148925281474, 0.5103815367112267, 0.4617157206906698, 0.6403147815032413, 0.4737634034964645, 0.49736513375700525]",3,Republican
788,"[0.5441373200183062, 0.44456703348265947, 0.6513696288699633, 0.4595333143237335, 0.5201075493127506, 0.5261563313989509, 0.5038543723458927, 0.5053763094693873]",6,Democrat
789,"[0.5236496637758644, 0.44997919495776095, 0.702697882896551, 0.4511518072289157, 0.6859016546789027, 0.4125940254923825, 0.5101847983927115, 0.4118532621257649]",4,Democrat
790,"[0.4631134656627312, 0.5249470005899628, 0.44638122247584794, 0.6736899963356541, 0.4429943527946996, 0.6873086657162119, 0.4419427449203112, 0.478131219125764]",3,Republican
791,"[0.5175701055631112, 0.46643967542757225, 0.5104841978926268, 0.4452913982962809, 0.5805905167554788, 0.47365334673703613, 0.7067362115377325, 0.42585230112436356]",4,Democrat
792,"[0.5245400848776621, 0.43801213936269945, 0.5502577446765116, 0.4356730876003475, 0.56162603807996, 0.4574828227305796, 0.6925093601820212, 0.4783935976249254]",4,Democrat
793,"[0.7029584821630721, 0.4509394039005927, 0.7199722889802274, 0.44869899554158366, 0.3781567409857551, 0.4628931341485684, 0.4905568174924677, 0.5073738361916931]",3,Democrat
794,"[0.44255149748796285, 0.5198524266904141, 0.44672919213528933, 0.6763953579287159, 0.47306809261199595, 0.700671826533047, 0.44433681860015994, 0.47896477138320187]",3,Republican
795,"[0.5330318655959794, 0.45125921016724496, 0.6198381203783019, 0.43553632429970396, 0.7119686248697273, 0.4439145201031238, 0.47144405040174137, 0.4812132053033505]",3,Democrat
796,"[0.5367016747090548, 0.42969757634433303, 0.5152423772577703, 0.45028708423794356, 0.6569810594606482, 0.4047968486741301, 0.6681285693162258, 0.50403378738887]",5,Democrat
797,"[0.5743327255393115, 0.46446929691613087, 0.6386065578916309, 0.43675121424716673, 0.6573186340101228, 0.4814215737636211, 0.4385671914214009, 0.47598734690757716]",3,Democrat
798,"[0.4609169110644989, 0.6997261562666421, 0.46366770980057237, 0.5190600486697391, 0.4264063344468103, 0.5886578795166053, 0.48561313746010826, 0.4862306853329532]",3,Republican
799,"[0.4479142864396882, 0.6913582003542946, 0.44699425018305783, 0.5579671766379204, 0.45364452675500533, 0.6347841170637746, 0.4617063858911606, 0.46968531872411345]",3,Republican
800,"[0.5481066704427568, 0.4509411902626968, 0.5538167144051503, 0.4493742193837477, 0.5544185620196148, 0.44617609882592096, 0.6634201431890827, 0.48657252336204987]",4,Democrat
801,"[0.5105040951605107, 0.44900375014205085, 0.7102809224094919, 0.4590714682998868, 0.660167447948158, 0.44714785985760047, 0.4247861477535853, 0.48777180001135145]",3,Democrat
802,"[0.5179074882577547, 0.44982134742357144, 0.5347597481007723, 0.45738556743540265, 0.5935570332555532, 0.436503618438303, 0.6846295670854258, 0.4800923594168013]",4,Democrat
803,"[0.4351605929115298, 0.6989500824915961, 0.4381035015414144, 0.5351293710514667, 0.43110304037194086, 0.514202565624758, 0.4816247134288956, 0.6009072016246121]",4,Republican
804,"[0.45030616594969575, 0.6953215779888087, 0.46019142780673694, 0.5195736223314316, 0.463480947476828, 0.5722492594814206, 0.47585151242183316, 0.5001477279442179]",4,Republican
805,"[0.5756337192045117, 0.4407962408445691, 0.5372375690607735, 0.46986245507108015, 0.610138471046037, 0.4796618736615278, 0.6409800715622852, 0.4099700789157298]",4,Democrat
806,"[0.44841074082679033, 0.588837712994592, 0.4521384987088472, 0.5597631225420461, 0.4604402371747955, 0.5210958535271945, 0.48791771544707296, 0.6453157711095604]",4,Republican
807,"[0.45184603025917797, 0.6798412531539109, 0.4420463223914087, 0.7208221464334954, 0.45168358822773425, 0.4607653100134733, 0.46056517174331596, 0.4931736613937947]",2,Republican
808,"[0.43526229930454197, 0.6507908873855949, 0.43603707623721094, 0.7140401623251929, 0.4764804697056185, 0.42946151536382743, 0.5090525065399605, 0.49454449962629604]",3,Republican
809,"[0.4556122546490071, 0.5452542510780246, 0.4539620927717496, 0.66320293398533, 0.46297531075658216, 0.6307670524680152, 0.47340782727420283, 0.48063346859353123]",3,Republican
810,"[0.45953725830979797, 0.5685119602360982, 0.4559597346145047, 0.5515177396802656, 0.43305039081183516, 0.5610851565464601, 0.633265994433703, 0.49783548375555764]",4,Republican
811,"[0.5336430005151251, 0.45767423963059756, 0.5521462490275137, 0.4732099897997806, 0.6103681201729297, 0.4890129008526559, 0.6486220981334988, 0.3873916122734146]",4,Democrat
812,"[0.5452119705816597, 0.45321941531154114, 0.5230454601290134, 0.4455277551866558, 0.5987289839429917, 0.47701930746303356, 0.7060906788477909, 0.4374531986221674]",4,Democrat
813,"[0.5170011002252842, 0.43467183623222433, 0.5401472420290853, 0.4695525654974809, 0.5693617572733752, 0.4742071174918999, 0.5430278526504941, 0.6150565736827869]",5,Democrat
814,"[0.4368856749578333, 0.608021952394077, 0.4438449993514876, 0.6236144464987493, 0.44308695176889573, 0.6862476718814102, 0.46675001409389516, 0.4749149972651989]",3,Republican
815,"[0.44983738925647637, 0.5213594532190479, 0.4419918015384364, 0.6700910602009106, 0.4456517857432724, 0.7113985844628333, 0.45568925468316324, 0.46233710622687213]",3,Republican
816,"[0.44031980995319076, 0.53842732238918, 0.427560803792103, 0.6881038688029754, 0.46834821457227405, 0.6835772076851068, 0.42601904257814616, 0.4943805125549412]",3,Republican
817,"[0.7106762460758043, 0.45292207792207795, 0.7274445246091361, 0.4433467637791208, 0.515941796125767, 0.43303609258788484, 0.40900689871880935, 0.4803580482733769]",3,Democrat
818,"[0.4556075587431912, 0.5178486677062851, 0.4485904294699706, 0.6310489317192378, 0.39952276064610864, 0.5153484641911942, 0.6758115392404642, 0.5039922582338275]",5,Republican
819,"[0.4533286209998715, 0.6411508440147133, 0.44299051634593517, 0.5772211269220668, 0.45313698568325245, 0.5129843214400853, 0.3822273314789114, 0.6931296241372953]",4,Republican
820,"[0.5182741030146896, 0.4671744789168378, 0.693680730661202, 0.4365596904149192, 0.7229101477488099, 0.42416319454153967, 0.3965201084225921, 0.5079944621952307]",4,Democrat
821,"[0.4511189746306879, 0.5599097535577924, 0.46410778078592824, 0.6372480850061445, 0.4809113379764924, 0.7373716493394017, 0.3710105320811986, 0.49185720843284525]",3,Republican
822,"[0.4466076939629126, 0.5440790561686965, 0.45105985625444095, 0.6662432704090765, 0.4458200345901518, 0.6776866642864546, 0.45501550526666495, 0.48037427642534297]",3,Republican
823,"[0.4492475895262178, 0.6321345267535972, 0.4559844941372461, 0.5288461208361512, 0.398863693976881, 0.6983561122443236, 0.49553775476501066, 0.490320271450456]",3,Republican
824,"[0.7116423789320631, 0.4496373379973553, 0.7129048269465569, 0.45247294962285683, 0.43168990601341256, 0.4445134951669806, 0.46650739980798067, 0.4946624736423544]",2,Democrat
825,"[0.7077587002927709, 0.45586139823128946, 0.5664397153414534, 0.44602367777634794, 0.5137806020337339, 0.43760395779733074, 0.6403221435191536, 0.3889096739711384]",4,Democrat
826,"[0.44123378134830116, 0.5345894058783184, 0.4738190999403682, 0.6638538183499586, 0.4758904569892473, 0.7635405634797239, 0.4755772194134203, 0.3743552601681436]",3,Republican
827,"[0.6771804820452971, 0.4486966020622652, 0.5182267114120509, 0.45695111696337193, 0.708151990196907, 0.4371571971449448, 0.39560807929922165, 0.5042325828146264]",4,Democrat
828,"[0.5375800974667179, 0.44071889103803996, 0.6341546355755947, 0.45975557290587804, 0.5188877426615399, 0.38233888048411496, 0.6799515493633712, 0.49920157590591685]",4,Democrat
829,"[0.5779243007861048, 0.44303652161627577, 0.5434572053419278, 0.43882468459506074, 0.7214165430919647, 0.46583352043284815, 0.4968619931415408, 0.5041590377418597]",4,Democrat
830,"[0.5954262559673357, 0.4411767512732339, 0.51352320735373, 0.45562245285037595, 0.7009541361390017, 0.41283610807637744, 0.49643525926934734, 0.5094457172053467]",4,Democrat
831,"[0.5111664151855408, 0.4370332643435045, 0.7124628561440307, 0.45015348822179857, 0.7653236607566313, 0.4523778566785018, 0.3943964290650687, 0.4660301620048298]",3,Democrat
832,"[0.45124821864820847, 0.5247873151395029, 0.44235783135389506, 0.5135259233390891, 0.43959700760750947, 0.6454602119260336, 0.4236387454727595, 0.7068942847124825]",4,Republican
833,"[0.7097932114994581, 0.44264510880357705, 0.5463546544791307, 0.46900151994202416, 0.613725338441396, 0.44659211192415665, 0.4146912148448826, 0.5008723973479121]",4,Democrat
834,"[0.45914198879339185, 0.5357062713067964, 0.47345195091332976, 0.5112879218060675, 0.4412184354920568, 0.6167462956666071, 0.6408895355312987, 0.49643399164790253]",4,Republican
835,"[0.4438304171496646, 0.6866447601305811, 0.44921039822054626, 0.7076109808583474, 0.45250998201712944, 0.46258915397947287, 0.4630266223597265, 0.49609742685707814]",2,Republican
836,"[0.6951925022661185, 0.45022042314688865, 0.5509709380877951, 0.44292086196750097, 0.5279879556429657, 0.47776230416205095, 0.48954489138514906, 0.5050842164841813]",4,Democrat
837,"[0.5259388216313046, 0.4618978055319217, 0.5621204723932057, 0.4535620844396125, 0.6058427691261095, 0.4407621455661911, 0.6218036544984114, 0.481557104472053]",4,Democrat
838,"[0.4456527264083528, 0.5709479182236863, 0.4472275622903238, 0.6256108758107988, 0.4571536967440895, 0.7130163621689045, 0.4469219347930866, 0.4758586410205263]",3,Republican
839,"[0.452957128921636, 0.7138893714835554, 0.4416774360299819, 0.7399275560219056, 0.4765413509747073, 0.3475539784754562, 0.5079046250850623, 0.49539637671428055]",3,Republican
840,"[0.44665146307776316, 0.6753275436611269, 0.4577910405975904, 0.7145555193747964, 0.43235264425062486, 0.5371227217331971, 0.41923312493499587, 0.4969051582884294]",3,Republican
841,"[0.5207624928816661, 0.4477932511372708, 0.5425854837127159, 0.43994509697750045, 0.5703522079183544, 0.4612966267312431, 0.6928129640811398, 0.464693530444074]",4,Democrat
842,"[0.5135217238448594, 0.4633861112519649, 0.6188313856427379, 0.4456648387648591, 0.7156084549274204, 0.4419829952685035, 0.4485415876781091, 0.4938935235722816]",3,Democrat
843,"[0.4595457973898879, 0.5811928306551298, 0.43903212905827255, 0.6337680648572436, 0.4800310439002666, 0.5169830462854007, 0.3697411672135634, 0.6948341254656454]",4,Republican
844,"[0.5591154763148646, 0.4498599688537745, 0.654409840778631, 0.45011181501221265, 0.603026561440386, 0.46361703880695393, 0.5130323700093247, 0.4615567663119899]",4,Democrat
845,"[0.46028958059687813, 0.573973030208469, 0.4400090339337135, 0.5694349863635906, 0.4384163806143362, 0.6818304862987046, 0.48710845590651575, 0.49526206836227926]",3,Republican
846,"[0.5672207878794063, 0.45431917617391354, 0.6093881684046341, 0.45030324558287615, 0.6748271662023931, 0.45462359246062417, 0.4702679050514858, 0.47098045060164456]",3,Democrat
847,"[0.5373718844630795, 0.4626971209433139, 0.6192919520766657, 0.4450468131655996, 0.5380238743805401, 0.4546417415846137, 0.6130325799960453, 0.49870351808337576]",4,Democrat
848,"[0.4577309774525552, 0.5532476001762916, 0.4502304709250797, 0.5920797614038106, 0.4764174121018015, 0.534190898147114, 0.47840122783215744, 0.6191406703677034]",4,Republican
849,"[0.642187211799139, 0.4395872548795725, 0.7047598791488062, 0.46142613696537516, 0.4349906766693718, 0.4830564234819554, 0.4847945465999453, 0.4982681711692044]",2,Democrat
850,"[0.4533487358212267, 0.5698360309291166, 0.4334769857329474, 0.5632986247209394, 0.469507409630211, 0.661396581437156, 0.4871215139442231, 0.5022545024319706]",4,Republican
851,"[0.4525177878290012, 0.5195829904706288, 0.4356092760945233, 0.6705941867082604, 0.4688911694464959, 0.7154823413029102, 0.4508094159400177, 0.4378117000094814]",3,Republican
852,"[0.44722014364563145, 0.5318065109202142, 0.4466453632279948, 0.5324257392518221, 0.48213162909627927, 0.6081470184134581, 0.418132467601586, 0.6880450535557605]",4,Republican
853,"[0.5738214327701006, 0.4333641514202446, 0.5321057903373612, 0.460127665999531, 0.6149638631836051, 0.47795541040599443, 0.6714744492647473, 0.4060099580665994]",4,Democrat
854,"[0.4561189967318069, 0.5486534211947429, 0.4315892461379222, 0.6652388774997624, 0.45554226284474647, 0.69423554856997, 0.39169695920604697, 0.5079643113114656]",4,Republican
855,"[0.7128812075074341, 0.45330929906970824, 0.6823451900973224, 0.4402306858405006, 0.4260445444493516, 0.47047313613759795, 0.46629813769276146, 0.5019388028094107]",3,Democrat
856,"[0.5574764175134084, 0.4580434761633685, 0.6233074042062806, 0.4494419247965518, 0.6744968398964118, 0.38288900313356833, 0.49646313670938524, 0.5069991807906838]",4,Democrat
857,"[0.5514855111623495, 0.44991262886430516, 0.5604131730117387, 0.44827054213335804, 0.6579117293392758, 0.4644138569463639, 0.5524379289173061, 0.4686842712768686]",4,Democrat
858,"[0.6610856275571549, 0.439843032745078, 0.5473483148948172, 0.43256010304259135, 0.6794286561191597, 0.44922304552337194, 0.476135257631289, 0.4969653136819883]",3,Democrat
859,"[0.44303937951656325, 0.5841896732641024, 0.4579568597532141, 0.6482508978009243, 0.4469364109904711, 0.5539523706034464, 0.46922313850840186, 0.5463153244214768]",4,Republican
860,"[0.5596153418636484, 0.44977719170607494, 0.5678386475572876, 0.4765572009489409, 0.5686744599691411, 0.45262573481384716, 0.6033290027761785, 0.47739036767065657]",4,Democrat
861,"[0.7117990310233143, 0.44777040043272925, 0.7091466764662007, 0.4553760062149266, 0.42910243670550774, 0.4551972010178117, 0.4609494742395758, 0.49400254866397414]",2,Democrat
862,"[0.4537760622646882, 0.5842321163737338, 0.43736178467507275, 0.5462623367317025, 0.47992546769995537, 0.5846566058552346, 0.3981096212628788, 0.6808649222855865]",4,Republican
863,"[0.4489259234793222, 0.5354530061198158, 0.45568345795618526, 0.6943596624016128, 0.41621975575418263, 0.7064330887660666, 0.4009186409004777, 0.5004567107007808]",4,Republican
864,"[0.45598073580673665, 0.6961798647035415, 0.4484852789714813, 0.711400554541151, 0.4446949356836285, 0.4310285365860388, 0.47942097411432977, 0.5014361879373542]",3,Republican
865,"[0.44929937361005795, 0.5655879590696761, 0.457177337520367, 0.5305598405656852, 0.46891371388231795, 0.5186198804230974, 0.4869159526064161, 0.6705588577645126]",4,Republican
866,"[0.454852038255094, 0.5570085632462936, 0.4546670853860396, 0.5334903704941529, 0.43189860808933395, 0.6067406017685515, 0.4051158107915986, 0.7045976792173559]",4,Republican
867,"[0.51091825956817, 0.44412630113582435, 0.6307918458972798, 0.44646351425803144, 0.7012480772390904, 0.4379278686858098, 0.47095891057562955, 0.49147383593729893]",3,Democrat
868,"[0.4564135378873608, 0.5521616204996064, 0.43177783737532405, 0.5545603432523704, 0.4745840586556569, 0.7016787083912894, 0.4757171466808909, 0.49689590961259233]",3,Republican
869,"[0.5273919648427963, 0.44293423080636085, 0.6288656141047082, 0.4535343979294481, 0.6963109050612136, 0.3822556581912834, 0.5100936932058745, 0.5071173308982214]",5,Democrat
870,"[0.47189482495063456, 0.5126150458903496, 0.45660266894063295, 0.5983092702378121, 0.4250649735171234, 0.607349108346889, 0.3853738240355758, 0.743961883014228]",4,Republican
871,"[0.5358324981538137, 0.45520541795222036, 0.5863147368915554, 0.45276238025972665, 0.7052503079359493, 0.442632545109151, 0.4810931442808084, 0.48411892806906043]",3,Democrat
872,"[0.5229691968443951, 0.450959546135157, 0.6871604741912396, 0.4584343509044958, 0.7049928447067051, 0.4630146258761608, 0.3834024224266, 0.49412635309577696]",3,Democrat
873,"[0.45737629706275684, 0.577017966711459, 0.46920268482056027, 0.522803848806279, 0.4294445752367844, 0.5545965525087478, 0.4743896892555842, 0.6680678133081565]",4,Republican
874,"[0.45557957472278027, 0.5319410441177929, 0.45198954250055745, 0.7124150270252897, 0.4567254139752995, 0.6978330485230553, 0.43125566076574723, 0.4219282912080716]",3,Republican
875,"[0.5224480059634737, 0.44856974549324147, 0.6213062558553989, 0.4482083508423425, 0.7014160979872868, 0.4316351765126831, 0.47755745981134584, 0.48897445693335745]",3,Democrat
876,"[0.4655946377068463, 0.5135954280577272, 0.4579254361893579, 0.629685029013303, 0.47562351572413486, 0.5393001484601093, 0.4041004864723846, 0.6979287088845334]",4,Republican
877,"[0.558561520237555, 0.44393932097279076, 0.6670092332396628, 0.43537172346205855, 0.6813572847608206, 0.46703221732494343, 0.41489629145458146, 0.49252298344140044]",3,Democrat
878,"[0.5183116056499671, 0.45439315857491586, 0.5494135850224354, 0.4558455008054824, 0.5414712006422157, 0.4759165458414145, 0.6600631548729726, 0.4964502891683393]",4,Democrat
879,"[0.5366227344742935, 0.43000060670504875, 0.5874356288041122, 0.44681841945544465, 0.7125042988012099, 0.4579379018094517, 0.46208490798820795, 0.5045496683081414]",4,Democrat
880,"[0.47067574491200564, 0.6024805390960846, 0.454651263177753, 0.5144281836421575, 0.4568456091156062, 0.5962009862517651, 0.3929700802724398, 0.6926604883071837]",4,Republican
881,"[0.44224625921619237, 0.5359846831025773, 0.43189510696329403, 0.7009350085344511, 0.4477776327642791, 0.6668678376445553, 0.460096361093109, 0.4639677934759956]",3,Republican
882,"[0.45921988647434814, 0.5706197226226345, 0.48113267008794247, 0.6313380261052532, 0.41943135506877227, 0.5258078462546895, 0.4333791000164031, 0.6381452443074772]",4,Republican
883,"[0.45309050243629684, 0.5514576295422453, 0.46212068186590477, 0.5260925580116096, 0.44148764865155005, 0.6077475829631566, 0.6331747521745574, 0.49220676745099723]",4,Republican
884,"[0.4574119622543339, 0.5666786326078195, 0.44452644604701025, 0.5315962950062567, 0.4642951226250827, 0.6139825181547928, 0.4059345853115795, 0.7027305765641882]",4,Republican
885,"[0.7066047101875378, 0.44914381869926734, 0.6717313798180109, 0.44740629876126486, 0.44655131341184945, 0.46180092209032436, 0.4742877661817415, 0.5015119964985344]",3,Democrat
886,"[0.43423529068769257, 0.5542888263592629, 0.45640732229278425, 0.6255982881919027, 0.42322646380417184, 0.6755241807466458, 0.4797416628590131, 0.4970975615488177]",3,Republican
887,"[0.6231612057324278, 0.45826376210864156, 0.5458251359696286, 0.4625627251005675, 0.6173395945320207, 0.45691812540068405, 0.48093637659943783, 0.4998451991989882]",3,Democrat
888,"[0.6063278341005379, 0.4764699471767783, 0.6038623971222694, 0.4518756009559644, 0.7329481331059142, 0.42814057260424043, 0.4115701611633157, 0.4784512174708026]",3,Democrat
889,"[0.4539597533268419, 0.5190090314027674, 0.4634908350434697, 0.6314522382684364, 0.42815936427484413, 0.5547015329125338, 0.40186170438442415, 0.7072979761080953]",4,Republican
890,"[0.569552011337699, 0.4511956535683588, 0.5644972799887811, 0.4515078126744969, 0.6946189304736201, 0.4340043849580634, 0.46792587540080705, 0.49674436192479027]",3,Democrat
891,"[0.7007113630893482, 0.45044543077302973, 0.5163451250843323, 0.47812819309049737, 0.6507040416265064, 0.47868888394384346, 0.4044857544476714, 0.47647234010870376]",3,Democrat
892,"[0.5628823137801634, 0.45122419710085543, 0.5985709403476728, 0.4500705214106841, 0.7321275833064192, 0.48711097933646225, 0.4120571606337102, 0.4945534271107322]",3,Democrat
893,"[0.4524939368540479, 0.5842619150668652, 0.45940922497079684, 0.5126495254139103, 0.4596898893962922, 0.6427538391554642, 0.3448741632401724, 0.705720798957881]",4,Republican
894,"[0.6536090172095008, 0.4514399835158739, 0.55986285376305, 0.4537692820825447, 0.6641243826897227, 0.4659350304785083, 0.44571816672855435, 0.480276498616508]",3,Democrat
895,"[0.5569189969537207, 0.4497662418281635, 0.5882697545819132, 0.4489571999378252, 0.7285732850645131, 0.44072568331042905, 0.4863171495788486, 0.49151058932155245]",3,Democrat
896,"[0.44874740740977465, 0.5873231618798213, 0.4559874510004377, 0.5849409042567615, 0.3873296719426572, 0.7079489345114345, 0.4783178677719329, 0.49111969875171724]",3,Republican
897,"[0.6059325398575979, 0.45047383216391407, 0.5514804785514272, 0.4675746326174083, 0.5822231934817982, 0.35513724850873796, 0.6662394282463194, 0.4950695230342618]",4,Democrat
898,"[0.71434288093032, 0.44373620826889104, 0.5200720620475424, 0.43243536378026615, 0.627320362321784, 0.4260496756842272, 0.4786123967633749, 0.5021071234366503]",4,Democrat
899,"[0.6519731332929235, 0.447590920170049, 0.7147101151595449, 0.4377180041756785, 0.460572778201153, 0.47184238702769643, 0.4697630281433112, 0.49742266304604166]",2,Democrat
900,"[0.5840945541855856, 0.46254003620665646, 0.5513191563814509, 0.4466119999886466, 0.5647632289718879, 0.433669335660092, 0.6454331384722628, 0.47474864655839133]",4,Democrat
901,"[0.45988470732786474, 0.7023018912622893, 0.4321855624446413, 0.522014286016486, 0.46085940461310504, 0.6333817875615025, 0.40970197602850666, 0.5031222859558224]",4,Republican
902,"[0.5498182376734422, 0.43587852240823544, 0.534787579092891, 0.4642196955862895, 0.6715286127403637, 0.47773522011570696, 0.692436185739218, 0.3498953989987159]",4,Democrat
903,"[0.44385526935407915, 0.527571026820761, 0.4607216524334237, 0.7143746194953663, 0.44844115528528355, 0.6540969783650511, 0.4129594719008937, 0.4894846208988812]",3,Republican
904,"[0.5112975720619718, 0.46251084591879077, 0.5524056754071937, 0.44901794335111034, 0.6986113387427879, 0.47117720535442054, 0.5145280804911412, 0.4815469191511891]",4,Democrat
905,"[0.4621824277205172, 0.5348376245762441, 0.4456024861434258, 0.6235083049638611, 0.4746057413663363, 0.6681549155908639, 0.43037025602575696, 0.5100774318652712]",4,Republican
906,"[0.5434249161411081, 0.450528907970975, 0.5516667882856587, 0.4490514494831213, 0.6236044188506288, 0.48270317757629, 0.65235452568721, 0.4093588018155395]",4,Democrat
907,"[0.5142510952857318, 0.4638532191761224, 0.6507491284378286, 0.44821327831595237, 0.7069434870172877, 0.4558066547391778, 0.44156409124908846, 0.46582040882204373]",3,Democrat
908,"[0.43962246422125956, 0.5103886626630485, 0.4654785135910228, 0.7045590723002706, 0.43347475067278773, 0.6991466883380739, 0.4211780918313493, 0.4931193262318308]",3,Republican
909,"[0.47163725028225184, 0.7028091991496954, 0.45967539516189493, 0.7509133754359506, 0.4390909316893706, 0.41171848918461557, 0.4750338778585959, 0.4768003703453663]",2,Republican
910,"[0.4419463925874608, 0.5352606401956403, 0.451993489346928, 0.631649879635281, 0.4063681232695317, 0.5610692689106402, 0.4660589974775582, 0.6590466305138182]",4,Republican
911,"[0.5273714717429806, 0.4575740130802843, 0.5569706103993971, 0.4401132453617074, 0.5829379528485785, 0.47808173394025977, 0.6324882964945729, 0.4844515233897699]",4,Democrat
912,"[0.5494659881519439, 0.4428226771613655, 0.5668143319196063, 0.4763966750434951, 0.5632240005289789, 0.44094326765378483, 0.6503400768617215, 0.47500073628304684]",4,Democrat
913,"[0.44073933606273075, 0.5131114440174559, 0.44503738085156586, 0.526437483206003, 0.4400239819713421, 0.696604663490618, 0.3983632643782678, 0.7023417250028599]",4,Republican
914,"[0.6954016511228198, 0.4600587203538473, 0.5222613522401287, 0.4528495998784441, 0.6632259971081489, 0.4691297944954945, 0.4183585778708372, 0.4918412816119022]",3,Democrat
915,"[0.4540015437980635, 0.5518510553536237, 0.44910296912724096, 0.5567298894482073, 0.37202864972040905, 0.6353959314819103, 0.6644997334638634, 0.5035334526504185]",5,Republican
916,"[0.4443661789794758, 0.5489092063129818, 0.4621194680357881, 0.5330528399950502, 0.48606476577663216, 0.6835772260096392, 0.4956848128338743, 0.4906573330728808]",3,Republican
917,"[0.6984055555259696, 0.45603876114589864, 0.7422607624505676, 0.42772923636599863, 0.3899896688597684, 0.48038813945483455, 0.512266678290142, 0.4786834562704464]",3,Democrat
918,"[0.5309629216022548, 0.4590849731069745, 0.695171789149757, 0.4543481784292892, 0.6919580623173961, 0.45004757373929594, 0.39446385245309906, 0.48025966750696125]",3,Democrat
919,"[0.7058009349552354, 0.4607125980531141, 0.5687793190565713, 0.44064138829736516, 0.5987011866855463, 0.4816828763631638, 0.3899745894095019, 0.5012640038319274]",4,Democrat
920,"[0.45163995825677206, 0.5462352154377988, 0.4628635750824071, 0.5297977365759692, 0.4654743427926105, 0.686373141455222, 0.5053506161365486, 0.495137207893055]",4,Republican
921,"[0.5277838096407003, 0.4366889383349914, 0.6764573177989442, 0.4736811616590716, 0.7098318439934851, 0.4480979396834876, 0.43142784213149227, 0.47354904982023627]",3,Democrat
922,"[0.7060106008456373, 0.45183128189732813, 0.5875424206891867, 0.44623774391890425, 0.6165305740821542, 0.44186300489841807, 0.45949545822754007, 0.47139908907443573]",3,Democrat
923,"[0.6885496835375448, 0.4591531121814841, 0.591377295724103, 0.44610307982401004, 0.6216553320792939, 0.3825232882109588, 0.49370123982450487, 0.5077474235236381]",4,Democrat
