,percents,count_won,starting_player
246,"[0.44284110123004244, 0.571161230444462, 0.4649814612448686, 0.5940633693120343, 0.42973327664923017, 0.5761501850872555, 0.5850297883911797, 0.49841847354016094]",4,Republican
247,"[0.4490203066036235, 0.6956760801753064, 0.45444749813197705, 0.6355003110156073, 0.4676466535772106, 0.4649327599587781, 0.48749688211916126, 0.49539214160537515]",2,Republican
248,"[0.5765524593736563, 0.4462171443039577, 0.6143306233800735, 0.44216780532739697, 0.6128691600096828, 0.4786265402723316, 0.49280119654669213, 0.5047968902701531]",4,Democrat
249,"[0.44732684519449634, 0.6979655071775946, 0.44986828665125533, 0.6607922874671341, 0.4665098764703181, 0.5125970796862084, 0.4089155068150541, 0.5095566788050075]",4,Republican
250,"[0.6964187461565848, 0.45164236247299805, 0.7098703321161784, 0.45620477614993227, 0.3930054110621285, 0.446965709495682, 0.5123077223393456, 0.4956991791614316]",3,Democrat
251,"[0.44801342129344424, 0.5116430188780363, 0.4578760914547819, 0.6872591897473483, 0.4421674309467577, 0.684279080458512, 0.4468994573808464, 0.4802203188860847]",3,Republican
252,"[0.4638241164055576, 0.5569424389449384, 0.4635932329955839, 0.536457753146931, 0.4409463905612421, 0.6324278832360118, 0.42011129558295657, 0.6417190775681342]",4,Republican
253,"[0.6310954131189452, 0.4492278550101133, 0.5640263888307739, 0.46114134403515344, 0.6925394339315822, 0.37099558515632747, 0.4957324853397153, 0.5008096796812849]",4,Democrat
254,"[0.44935182571052135, 0.6774019627372083, 0.4544029315701426, 0.6829930629273953, 0.443763819713654, 0.47143376305420603, 0.44071672765150505, 0.5372214415452686]",3,Republican
255,"[0.4540337837156711, 0.5162382365522404, 0.4483816002857766, 0.6242698176832087, 0.42549964393722195, 0.7054154390878704, 0.45469953060967777, 0.49617609275887087]",3,Republican
256,"[0.4429903484377556, 0.5520258432277025, 0.42996802715467103, 0.6230082537466025, 0.4401066212924312, 0.6752542592123489, 0.48566241083428097, 0.49452488316799215]",3,Republican
257,"[0.45505140515890885, 0.6944357111954877, 0.4508870080810979, 0.5823284442360307, 0.42756946151954756, 0.5378238306307298, 0.4891316695065317, 0.5006281323970855]",4,Republican
258,"[0.43935263946774267, 0.5731894104922365, 0.4700230916837415, 0.6305595408895266, 0.4801363126958351, 0.7051847803442091, 0.4882829555415571, 0.37242469130218464]",3,Republican
259,"[0.5520386352572514, 0.45088489859191316, 0.6725825580035746, 0.4376098306176667, 0.6588000585694413, 0.4831658717126697, 0.41789598917449466, 0.4976146647804959]",3,Democrat
260,"[0.45295137286951476, 0.6794660098118821, 0.45109219528583583, 0.710716369807644, 0.46574144936192985, 0.4313917916292392, 0.47186059018772336, 0.47859348357067144]",2,Republican
261,"[0.447303171791982, 0.6881801896211118, 0.4508099599069136, 0.5344838087503807, 0.45950567583086716, 0.695198885470104, 0.3902557472373381, 0.49691951303662085]",3,Republican
262,"[0.5290454534680153, 0.4405725131381083, 0.6938021002489986, 0.4485368358373821, 0.691046833923877, 0.44870439367786, 0.403732213812823, 0.5096633018144646]",4,Democrat
263,"[0.45125199116019316, 0.5618397470214839, 0.44149717416396456, 0.6716998983203832, 0.4594240408871998, 0.6769023729502596, 0.43750618032185523, 0.4626720942546995]",3,Republican
264,"[0.5248387952165674, 0.44940580329950885, 0.6474496675124092, 0.4586511530424952, 0.7291883836678363, 0.46898976367354, 0.4064924972286031, 0.4999967058234453]",3,Democrat
265,"[0.7037639628298001, 0.4496012430435541, 0.6938135437231343, 0.4484549003788916, 0.41421284102240796, 0.45049822252177246, 0.49843413226351746, 0.5037364664093719]",3,Democrat
266,"[0.6853592977038118, 0.45009551098376316, 0.5777876162640183, 0.44225124810974126, 0.5111839410077837, 0.38822278899283963, 0.6235401454229379, 0.4913292310340376]",4,Democrat
267,"[0.5181477766633233, 0.4616534817568203, 0.6812406679173253, 0.4565671575444679, 0.5312355503638266, 0.47671840354767187, 0.5146543520672677, 0.4991285712868373]",4,Democrat
268,"[0.44972391699801995, 0.5931147811372737, 0.4549438344862601, 0.5664777782981314, 0.44904631828625613, 0.5398682843140269, 0.47193400681295633, 0.6385773987506552]",4,Republican
269,"[0.45092194271641267, 0.6712326507723138, 0.4563578355899113, 0.7114693230072251, 0.4536333358004589, 0.4422852164630312, 0.4765357144056442, 0.5028725932214153]",3,Republican
270,"[0.6441913533012681, 0.46041770199363635, 0.6956111047725687, 0.4323998932715523, 0.47031385724821767, 0.4714199171108682, 0.4753041717320995, 0.4887528889933497]",2,Democrat
271,"[0.4576534649439685, 0.7088481903458054, 0.4476325793696202, 0.6328510438073887, 0.4330328470879622, 0.4795225171320615, 0.48697692091655514, 0.4957042191231536]",2,Republican
272,"[0.5377150377292395, 0.4636220020106276, 0.6326938391889856, 0.4317563020540714, 0.69412941016519, 0.42871088732466733, 0.47693552561317987, 0.4968017498743756]",3,Democrat
273,"[0.4607124595193455, 0.5527510435330324, 0.4599323086319218, 0.5755259972480197, 0.46645571251804496, 0.5953692637135529, 0.4050478359908884, 0.6377250201308913]",4,Republican
274,"[0.46746548832408724, 0.6712724023027523, 0.4400144927536232, 0.5146722936933382, 0.4481853476561616, 0.7130511996876078, 0.4629056646928766, 0.42884988304911936]",3,Republican
275,"[0.5266566337878348, 0.4492028596088394, 0.577998719491551, 0.46535790082963535, 0.5442529787534093, 0.4374343874023813, 0.6486710086252421, 0.5066851623911586]",5,Democrat
276,"[0.5419793472843294, 0.4527089014041436, 0.6947458993740437, 0.45812324075886884, 0.6351808370132209, 0.46463007992129296, 0.42696944446782426, 0.4936789732759106]",3,Democrat
277,"[0.5154525350151528, 0.4476315738573722, 0.5759094249325155, 0.45959025547514337, 0.5921269677061223, 0.40838456861022904, 0.6704422387709759, 0.49902656595910927]",4,Democrat
278,"[0.5526289145800507, 0.4731217678990139, 0.6757216991912064, 0.4416031416031416, 0.6942840267751673, 0.4385822078576432, 0.4302359622928743, 0.46914559851264087]",3,Democrat
279,"[0.5373064667228533, 0.44960875768568814, 0.542580311184474, 0.45867981641800015, 0.5391487296733073, 0.42499373677554114, 0.7030863450945035, 0.4908970517855153]",4,Democrat
280,"[0.4625896308442193, 0.7032951654400551, 0.43097453246875295, 0.5355598215246022, 0.4754897155776193, 0.6789180019565282, 0.4818652509513069, 0.4031477849285656]",3,Republican
281,"[0.5138949718609943, 0.44542433873552045, 0.7112833527307212, 0.44435809332652043, 0.5160478309382016, 0.4319160282507186, 0.5918953484352857, 0.4766532840854344]",4,Democrat
282,"[0.4544777579341289, 0.5580305582489733, 0.4366880171706021, 0.6432766368509089, 0.4489591846545839, 0.7363331104617874, 0.4255705789308934, 0.49889556736707896]",3,Republican
283,"[0.4347817581292529, 0.5305871870320983, 0.4498712404938093, 0.6644356840249379, 0.47051660993851907, 0.6699730896802053, 0.46461232732230595, 0.47930339281701195]",3,Republican
284,"[0.588163355000621, 0.447019486497545, 0.5406060804398337, 0.46046867394478824, 0.518468345835807, 0.46115959862487155, 0.7088953351798133, 0.41100194536626833]",4,Democrat
285,"[0.5630559242821476, 0.46376844166894093, 0.6688407869244338, 0.43999043824701195, 0.5585590430267505, 0.343041179261768, 0.6455544590118807, 0.5000032854317386]",5,Democrat
286,"[0.43790243949530344, 0.5533188023131493, 0.4614742751549757, 0.5803807756487716, 0.4751196766767814, 0.6088145583511025, 0.4013126610917439, 0.6449748123629924]",4,Republican
287,"[0.6809185244768151, 0.44668805137376244, 0.6914093077139846, 0.471240617762102, 0.3972477819503638, 0.45647730164130335, 0.5283332305774198, 0.49419496743518315]",3,Democrat
288,"[0.43700049909579397, 0.6824195498934111, 0.46270430906389304, 0.56781488461182, 0.452078173867512, 0.6476620409073176, 0.4570246498334044, 0.47666266025641024]",3,Republican
289,"[0.5569975629768421, 0.46001663988618824, 0.5318905087242527, 0.43051628006776554, 0.5134001271507689, 0.6427677091467007, 0.5126819571073352, 0.4977215339698572]",5,Democrat
290,"[0.44589463844390664, 0.5514299684772318, 0.4413695055212573, 0.6693616503817346, 0.4328926332092628, 0.6902879514343272, 0.42692068751294265, 0.49454737394225695]",3,Republican
291,"[0.5103321648049712, 0.44546510627312624, 0.6765724824910482, 0.4454949891849515, 0.6886619796897667, 0.4487576834670799, 0.46117617896759, 0.5024616313297353]",4,Democrat
292,"[0.5779342723004695, 0.459063955816274, 0.5853698119220305, 0.4491337087621637, 0.5167678272452447, 0.44272163031865963, 0.6756751987124282, 0.46479117213062165]",4,Democrat
293,"[0.6362805217197842, 0.46097658786235346, 0.5587652035959809, 0.43764807802111977, 0.6699296822988545, 0.4782158304567201, 0.431455607234167, 0.48864817092833]",3,Democrat
294,"[0.6989445410101754, 0.4360833679786778, 0.5110698178836413, 0.4592278489443421, 0.6936342353628706, 0.4507068169128471, 0.42888979682799094, 0.4734573105741239]",3,Democrat
0,"[0.648817790401008, 0.4441121789821963, 0.5127447570746992, 0.4697801074043558, 0.6804021854402427, 0.459421568627451, 0.5178597949168149, 0.4210160341606956]",4,Democrat
1,"[0.44509018994912364, 0.7075520500021332, 0.4493305218078196, 0.5809717263587065, 0.4797692082968157, 0.604138185966623, 0.4807718369849311, 0.4011756294720334]",3,Republican
2,"[0.5597636928153924, 0.44439882492608046, 0.5719841345466673, 0.46158011605589394, 0.5639260065836266, 0.4369416399067683, 0.636004516371848, 0.49858926255556324]",4,Democrat
3,"[0.4675295025563523, 0.694782386823233, 0.45347438302954374, 0.753691163717549, 0.4401020033614744, 0.3981613204228045, 0.4746596138789696, 0.4965990056044082]",2,Republican
4,"[0.6225287301081922, 0.453134212337904, 0.6227022499847326, 0.4547981072555205, 0.6964087915688698, 0.45360563750388555, 0.4323731233107283, 0.4408263097008759]",3,Democrat
5,"[0.5132427211216627, 0.4459263385627858, 0.5601297904925074, 0.4571254434355905, 0.5460078500671164, 0.44296074095835974, 0.680685279614951, 0.5027434982151964]",5,Democrat
6,"[0.5652074491121698, 0.45068590312433404, 0.5914277840756074, 0.45927352690968043, 0.6762199781659388, 0.3890592804869384, 0.5218376927796022, 0.5002499555448192]",5,Democrat
7,"[0.45137903811737473, 0.6957606390767446, 0.4589315966787125, 0.5555796399690942, 0.4704786042027401, 0.6119585788801526, 0.4017715843151046, 0.49285007348855253]",3,Republican
8,"[0.5599227397886403, 0.44135737896983135, 0.547020788475341, 0.45544557592502233, 0.6769407609029062, 0.4772189560065598, 0.6793862646340058, 0.34173701603042117]",4,Democrat
9,"[0.45480468179422207, 0.5240960728609048, 0.46342926041939125, 0.5386315068449911, 0.4830909895685378, 0.6491946179426111, 0.5428089923367992, 0.49507131948594435]",4,Republican
10,"[0.5126823222854238, 0.45439648370743985, 0.5669331193481683, 0.4324503462619706, 0.5226611524963797, 0.45449599046520966, 0.7101262167730041, 0.48163825723683995]",4,Democrat
11,"[0.4508859200155079, 0.5444847615632843, 0.4517734830545158, 0.6143469589206056, 0.4608990324286106, 0.7383078903807246, 0.43392993261578805, 0.4955253829175306]",3,Republican
12,"[0.4612393681652491, 0.5417967470800131, 0.47402423306640995, 0.5462646406559819, 0.37467313593010776, 0.598359971831832, 0.47584894038086, 0.6811196758572982]",4,Republican
13,"[0.5480408676088163, 0.4566499757712809, 0.6657100013948947, 0.4344640894314647, 0.6861980722369332, 0.4731669236823414, 0.42350844772967267, 0.47658021437010273]",3,Democrat
14,"[0.45335666591091256, 0.5238156179501069, 0.453566796779625, 0.6697864305199482, 0.4598504700009775, 0.6899167341400967, 0.41433395895586894, 0.50150602908674]",4,Republican
15,"[0.4343282564883118, 0.5570363218273983, 0.4686801968728199, 0.531734311702209, 0.4438614634022548, 0.6223454321661497, 0.4777573676223944, 0.6239107128130412]",4,Republican
16,"[0.4542138745452597, 0.5356865947016808, 0.44889209082591913, 0.6414892426489103, 0.4736952151186168, 0.5228418903294054, 0.4778656413712006, 0.6186586898505564]",4,Republican
17,"[0.47222061051477937, 0.5416039197208646, 0.427904197419209, 0.5466469418409621, 0.474868864894527, 0.5313790740921993, 0.4729204016638711, 0.67584923478599]",4,Republican
18,"[0.5296583832006923, 0.4617770026067574, 0.6632325238394252, 0.4550020165549559, 0.7038505321647203, 0.453430459420773, 0.405070578570006, 0.4781156831584339]",3,Democrat
19,"[0.5350896960509154, 0.4298853520765765, 0.5291643133970826, 0.45989240196783565, 0.56948190912258, 0.443754897747668, 0.7113207701382097, 0.46357668327120377]",4,Democrat
20,"[0.448476138954621, 0.5472089477622831, 0.4442804287173157, 0.5817212969436258, 0.4598872382883026, 0.5438492930827082, 0.47562862362004604, 0.6488566774973155]",4,Republican
21,"[0.5686180629553897, 0.42554737774019213, 0.633909116930608, 0.4577421879008672, 0.5377522984254465, 0.4775214779800597, 0.6520204224951126, 0.4127611803247611]",4,Democrat
22,"[0.45322852912302075, 0.6866162857547555, 0.4495144569228024, 0.5190637963588253, 0.4287590303523088, 0.6312771994925035, 0.48857242352596175, 0.5007564644823481]",4,Republican
23,"[0.5961916237630993, 0.4268709210308674, 0.5374389021663711, 0.4468877735810007, 0.7082546500119921, 0.4555363949322626, 0.4805950498521307, 0.5035141664836371]",4,Democrat
24,"[0.44587043231487894, 0.7019875624923789, 0.44935299757414304, 0.6818825791132997, 0.4512165432699881, 0.46413553265481927, 0.4728427189851048, 0.4857991005926829]",2,Republican
25,"[0.5276783684603644, 0.446754614364648, 0.671808024610782, 0.44763126102321255, 0.5145312078937003, 0.45338384815949173, 0.6246996899184407, 0.47874219878338853]",4,Democrat
26,"[0.5313510333072504, 0.4530182250346105, 0.6500196521568242, 0.44561398960372295, 0.6569921691441514, 0.46777178699802424, 0.4714409844235168, 0.4941596407920664]",3,Democrat
27,"[0.4438021112092702, 0.5419207566599108, 0.45896699735637736, 0.5505613495708951, 0.42550713772145987, 0.5822092511618954, 0.661017405025462, 0.4998572699390576]",4,Republican
28,"[0.4610455424418217, 0.5476374462675833, 0.4564320762697042, 0.5953885427592918, 0.45101410534238223, 0.7090886916457755, 0.4164368823104471, 0.4991459639911193]",3,Republican
29,"[0.5366637128932211, 0.4568074154321502, 0.6426189085368644, 0.46122443630454296, 0.5148262604472031, 0.4369181817298127, 0.656784766574499, 0.4559156815596608]",4,Democrat
30,"[0.5527844271358616, 0.4549367657443667, 0.5110847981317056, 0.4512232555709397, 0.70324292083482, 0.45426348557793483, 0.5655868276177017, 0.44964188791793425]",4,Democrat
31,"[0.44972193667434984, 0.6219302421750931, 0.4465804769745048, 0.5236155379675059, 0.4495054075019072, 0.688567320547208, 0.47355418954519574, 0.500735622520558]",4,Republican
32,"[0.7000486131956933, 0.45957011583060486, 0.7527659132704514, 0.45002083205488036, 0.4056287204587382, 0.4591924679477654, 0.4416375795139455, 0.5008694117416344]",3,Democrat
33,"[0.45039552755804024, 0.5182258026235933, 0.4455371834811087, 0.7043520835600043, 0.4712346291911709, 0.7208719861949185, 0.44565682095388987, 0.42282328042328043]",3,Republican
34,"[0.517896122137791, 0.4501742116212747, 0.6729055885689514, 0.4486376800426387, 0.7055467694996281, 0.4587688070716493, 0.42734181720078296, 0.49903414031850135]",3,Democrat
35,"[0.4437183599209991, 0.5778856259659969, 0.44946270707489694, 0.550652727371215, 0.4465623865581082, 0.6096457362541239, 0.4202050176154163, 0.6598298331055458]",4,Republican
36,"[0.45410151400278764, 0.5401508959235227, 0.44982712181703566, 0.535487198193722, 0.4568366127720155, 0.6467879370867821, 0.40513225171502115, 0.6752307803743458]",4,Republican
37,"[0.5492675015288081, 0.44672454866574407, 0.5526945945048208, 0.4658267882210993, 0.5203114864732052, 0.4179401598510434, 0.7046200164169806, 0.46980593849763264]",4,Democrat
38,"[0.4455134700342012, 0.5460150690400299, 0.45315350650431147, 0.6521315137461233, 0.4464688085472682, 0.6583133960847318, 0.4715259992518201, 0.4973251165889407]",3,Republican
39,"[0.4535436038804435, 0.6882888540031398, 0.45871168560344694, 0.7244914079723102, 0.4508647622941917, 0.39695878230728654, 0.5010691421460657, 0.4980145027624309]",3,Republican
40,"[0.5121585587497844, 0.44798392227358885, 0.7105267472618761, 0.4500714833836954, 0.6994313131204952, 0.45506410067682723, 0.39616067026719887, 0.49908784003116274]",3,Democrat
41,"[0.5364534985453003, 0.4479435547804027, 0.5444515447975399, 0.42361499720201456, 0.6430729277857876, 0.47110595200805805, 0.5859761901046949, 0.5051541732176698]",5,Democrat
42,"[0.4304725105602672, 0.5394926235593025, 0.4580421016060515, 0.5133429783316344, 0.352086882815357, 0.6883422971039874, 0.6399743128388456, 0.5606514182697381]",5,Republican
43,"[0.4463485769839303, 0.5464672249017813, 0.46917313387947773, 0.6104659506963763, 0.46945060524276516, 0.7013313183843479, 0.4761712754610962, 0.41304085590475925]",3,Republican
44,"[0.4642970976303258, 0.5147368187255483, 0.4216645739468695, 0.5169120007903382, 0.41343865679534636, 0.607408608908984, 0.7113588604509613, 0.49315472401107036]",4,Republican
45,"[0.44420302037372444, 0.6266634587443484, 0.46455361993753636, 0.5423089312762589, 0.4644408998404928, 0.6967429424167652, 0.3955845176878162, 0.49914594612384605]",3,Republican
46,"[0.4459134421360195, 0.5667428076132257, 0.45150185622679717, 0.518739110814922, 0.47130223966006946, 0.6237002315744619, 0.41941502895776284, 0.6671496966855617]",4,Republican
47,"[0.5508051401422148, 0.45375367169888653, 0.5230370025843408, 0.44497930168249866, 0.6689911577814885, 0.4663178955168581, 0.5590061340551816, 0.4825764727148567]",4,Democrat
48,"[0.45512071245808927, 0.5132917676793728, 0.44230884227422224, 0.686011588969258, 0.45411111763669465, 0.6879708596459108, 0.42945838619848736, 0.49488428901209225]",3,Republican
49,"[0.43676416243933874, 0.6007916140300434, 0.46163026809274527, 0.632509701639698, 0.4547057435642365, 0.6402332596249788, 0.47030914492455217, 0.47763933159470684]",3,Republican
50,"[0.4492575783930802, 0.6628854861807661, 0.4690719123369304, 0.5253667550323509, 0.46066980034615496, 0.7171378010090904, 0.3986359382384886, 0.4927248368670475]",3,Republican
51,"[0.5159254105936957, 0.44770857814336074, 0.6530111448144235, 0.4421909184626472, 0.7037958596463672, 0.4407299837888634, 0.46370652016304437, 0.4982880713625326]",3,Democrat
52,"[0.45716835573444503, 0.6994581935123042, 0.4666572938567622, 0.7003266781860441, 0.44412887935753526, 0.40158028549735203, 0.4821893213988343, 0.5005034568458344]",3,Republican
53,"[0.6950445144500753, 0.4518086355088286, 0.6307873041179802, 0.4460669205829582, 0.45804281631531885, 0.4818844271482147, 0.491085835598161, 0.5001001625589071]",3,Democrat
54,"[0.4522656947054692, 0.5152850055275433, 0.4422606934403343, 0.7146611840588476, 0.4474039699315036, 0.7283966778665038, 0.4425252398757238, 0.42579838363476863]",3,Republican
55,"[0.4590195417895834, 0.6933269467781085, 0.45612488948334884, 0.5184099465062421, 0.4504618426204674, 0.6893751208023423, 0.39379240633870816, 0.5010094500305794]",4,Republican
56,"[0.7054320994404153, 0.44452086198991286, 0.5346561746824163, 0.4497713731467369, 0.5729197470664108, 0.4513625848437858, 0.4861216496963231, 0.49803858594664036]",3,Democrat
57,"[0.5132936514650596, 0.45008914967419844, 0.5444533249035244, 0.47846063659552895, 0.6506824028550166, 0.48444947850299686, 0.7199934299675604, 0.3479844318612918]",4,Democrat
58,"[0.44685142786724696, 0.5595335448137864, 0.44743288413715265, 0.6389678644739636, 0.4465670145838864, 0.6848616034176574, 0.45595169345780157, 0.4998449450452597]",3,Republican
59,"[0.5280365894709536, 0.45694002526261934, 0.6746614383980349, 0.46122899413553153, 0.6936321883921763, 0.45766516691272835, 0.41150009003042726, 0.48180308859958887]",3,Democrat
60,"[0.4585289613690542, 0.5837850690837242, 0.4481602166376527, 0.5883683300849484, 0.4499450259617279, 0.5473518219642566, 0.5982113086427447, 0.4907984981722479]",4,Republican
61,"[0.5485668320522022, 0.4369539459121626, 0.5773304985236236, 0.4638647682288341, 0.6493916578397412, 0.4741877454881939, 0.5642039010207831, 0.4453025659656504]",4,Democrat
62,"[0.4494208494208494, 0.7039214440943621, 0.45457488131204143, 0.7223483954695611, 0.43196162750072653, 0.4135004621136996, 0.5021757574978467, 0.5019989530851273]",4,Republican
63,"[0.4541599176303663, 0.5158231086375985, 0.4589753393232652, 0.5808846586612068, 0.4453183714722575, 0.6059936829349615, 0.3909956699082171, 0.6925656896072521]",4,Republican
64,"[0.45217549160080656, 0.6997423475064547, 0.45300389149960574, 0.5129162617013658, 0.4745427897788823, 0.6471330402079531, 0.4058866702576363, 0.5029015331476175]",4,Republican
65,"[0.4505140372326184, 0.5319685662155725, 0.44825008236397273, 0.6271835247908699, 0.44937626543008297, 0.565870802397015, 0.4447100863300615, 0.6397821797979742]",4,Republican
66,"[0.4615784531302294, 0.6152535924580196, 0.4738522361924909, 0.696733916380473, 0.45909984332716136, 0.4625518922418718, 0.48268582742208294, 0.5041029045751719]",3,Republican
67,"[0.4478960073802873, 0.6691827974840477, 0.46119274423985834, 0.726434504305418, 0.4718119584843407, 0.5161394943925712, 0.39651325889356437, 0.4931286781199694]",3,Republican
68,"[0.5445627929473417, 0.4475726291609864, 0.5200786333159034, 0.44069464951135484, 0.635491847099706, 0.4614978407430565, 0.6795157525484973, 0.4395027777777778]",4,Democrat
69,"[0.5559215676450879, 0.47079980647789776, 0.6564789257305242, 0.442802026824898, 0.7014359087842782, 0.43484961139814055, 0.43236543076271583, 0.48961269512087074]",3,Democrat
70,"[0.44495663347253456, 0.5202802816194793, 0.4242575391111488, 0.5700610570030158, 0.47771334154085404, 0.6594074236868588, 0.38465164459135454, 0.6985166621278297]",4,Republican
71,"[0.5520850621658092, 0.44886744488990626, 0.5800382913279558, 0.4475208027625717, 0.6800507161091874, 0.46741255979565965, 0.49119153786417497, 0.4917711806106789]",3,Democrat
72,"[0.42776970518906005, 0.7108255475317333, 0.46419810021585545, 0.7569501196118928, 0.48202323412193676, 0.3590421809835698, 0.5010634445066342, 0.4907774046413714]",3,Republican
73,"[0.44774416552114377, 0.562540478361597, 0.4611396011396011, 0.6162731412296278, 0.44532449033229393, 0.6551167380707805, 0.48014126547332003, 0.4941137253995967]",3,Republican
74,"[0.5295688668447157, 0.44314307037070394, 0.6954750685415513, 0.45414847161572053, 0.519293605365261, 0.3584054272732931, 0.6774351767655893, 0.49971767184951754]",4,Democrat
75,"[0.5539731430069347, 0.4493023048175406, 0.6056945920700872, 0.45075525812619505, 0.5285059976774813, 0.4396533610101177, 0.6403379069199537, 0.48424123551614445]",4,Democrat
76,"[0.530175869452704, 0.44701895366525246, 0.6668518231298897, 0.44296129482735846, 0.68465383513562, 0.43409983958145854, 0.4507801446377982, 0.5089846086729484]",4,Democrat
77,"[0.5160491682230812, 0.45444960943115925, 0.6546167790448969, 0.44862009906326844, 0.6963568439847543, 0.46136749901947965, 0.40988827582245396, 0.4951266034359576]",3,Democrat
78,"[0.687098016286134, 0.4418639922037858, 0.5527721081653295, 0.45703553982556766, 0.6398233962216616, 0.4586663795396679, 0.4231781716233736, 0.4966280668341529]",3,Democrat
79,"[0.4475484426219134, 0.5533472952372811, 0.43056093472848284, 0.6383091588796781, 0.43641971733968915, 0.6985057838495803, 0.4497536350576642, 0.47821954292458096]",3,Republican
80,"[0.6779520894986997, 0.4598577077073951, 0.5463792051363685, 0.44091646162418685, 0.6690609664329974, 0.46300179962634147, 0.419898297875083, 0.4958260055085592]",3,Democrat
81,"[0.6866278106181979, 0.4483255506215566, 0.6629812936921895, 0.45132235544762256, 0.44802797864022353, 0.46002616274488173, 0.5102550048120128, 0.4928500001650127]",3,Democrat
82,"[0.45756019510180906, 0.6893079503568619, 0.4640664719779709, 0.7405943957813261, 0.4788783757145673, 0.36826805942562696, 0.4862365639598736, 0.5066155487013922]",3,Republican
83,"[0.4493489063223992, 0.5203326494724502, 0.4551792828685259, 0.691843291975739, 0.47046496614966976, 0.7064476965841546, 0.3701224750195171, 0.509536426885205]",4,Republican
84,"[0.5373813116410885, 0.47826072792191715, 0.6306305153702715, 0.43918343751588146, 0.5177299921458607, 0.4367716592234092, 0.7037937287453633, 0.40729146210449707]",4,Democrat
85,"[0.5333476233160555, 0.4570884791614158, 0.6818287981579026, 0.44638521237883616, 0.5192917699982698, 0.46958836180950303, 0.7252396500481393, 0.35076267235062947]",4,Democrat
86,"[0.6406509017037373, 0.4520567144719687, 0.516445491340986, 0.45123314447049206, 0.660442906248282, 0.4639260047389343, 0.4767530222521289, 0.48592077177767695]",3,Democrat
87,"[0.5489508163429656, 0.43828736968495685, 0.5583849119196449, 0.45147958696596135, 0.5853295038153382, 0.47611687196011865, 0.6193962199098223, 0.48021134582862174]",4,Democrat
88,"[0.5298127287077563, 0.43857195579123204, 0.6006446190240563, 0.4500298875841191, 0.5373761264536058, 0.45648206721358714, 0.7079313879587235, 0.42203224990167715]",4,Democrat
89,"[0.7055384464709339, 0.45842882668635665, 0.5345243154119427, 0.4535114980257222, 0.5149204915610484, 0.457684293755286, 0.51593047794752, 0.4973640247180489]",4,Democrat
90,"[0.4533435623705794, 0.5511189681697369, 0.45415456204848703, 0.6242858099361692, 0.44836206973340026, 0.7067827109076266, 0.44189910270945937, 0.49966490236399125]",3,Republican
91,"[0.6217080458691197, 0.46167076402719925, 0.5369709227442151, 0.46772198782569485, 0.5411684383813377, 0.43508589179586865, 0.6482845442974933, 0.43628592492992835]",4,Democrat
92,"[0.5161287242169595, 0.4624721983783318, 0.5353416038463822, 0.4136420220563141, 0.5213073896362583, 0.42479052419783137, 0.6324913642948045, 0.6644113574591018]",5,Democrat
93,"[0.6955485458866131, 0.44741668021459924, 0.5590831020149458, 0.4675018766339658, 0.5172451798224164, 0.46336891832876964, 0.6115512233722091, 0.42282470979009007]",4,Democrat
94,"[0.4409335352804469, 0.5127917488765565, 0.45487487582194047, 0.5207936704166152, 0.44252366653823744, 0.5930587311405002, 0.4712884081235721, 0.7073777623579349]",4,Republican
95,"[0.5292110287844649, 0.44086340206185565, 0.5260480326728717, 0.4595361350538073, 0.5795363528681821, 0.41711879937903257, 0.6968518954365063, 0.49657574568288854]",4,Democrat
96,"[0.7131839075784079, 0.4494605777649933, 0.5125073434188362, 0.43994534879675634, 0.7062085926520779, 0.4330779933153156, 0.43124485717644295, 0.4765168756799327]",3,Democrat
97,"[0.5188981377709462, 0.452256522961335, 0.700856921005737, 0.42426658028534003, 0.7102943105483718, 0.4768733891240017, 0.4058987242236525, 0.4828697863478905]",3,Democrat
98,"[0.4533819331773312, 0.5116469562642894, 0.4366053303219995, 0.6715107186680461, 0.398188274597297, 0.5128701016087207, 0.6672150595017556, 0.5061871691831507]",5,Republican
99,"[0.5462656102539342, 0.44281390384554115, 0.678211479888626, 0.4643277946630605, 0.5313395634616499, 0.4641083882526073, 0.6971894584165732, 0.3460273858575769]",4,Democrat
100,"[0.5308356216748906, 0.450382834098787, 0.6925156319437957, 0.4512110392743414, 0.7078805276467773, 0.42520868113522536, 0.42097952289173024, 0.49679851066127034]",3,Democrat
101,"[0.6985043330902226, 0.4586489848773612, 0.7459830655377025, 0.4346999919891052, 0.40143533279641663, 0.47810381993669043, 0.4793917527794663, 0.4843237325191172]",2,Democrat
102,"[0.4479767405572203, 0.5213993264214488, 0.4490155327722766, 0.5168271534335925, 0.4479214613341917, 0.6537204538335518, 0.6220423391237883, 0.49807369127249296]",4,Republican
103,"[0.6578028583525949, 0.45116355770256766, 0.573374593523256, 0.45133480221356836, 0.6698718681419166, 0.4513932303295526, 0.39594777099203154, 0.5060968268407534]",4,Democrat
104,"[0.5108586386067522, 0.45571488686757516, 0.5436465412237671, 0.4595825034274037, 0.5952154980781904, 0.4610158235527005, 0.7082059039538733, 0.4046271803957777]",4,Democrat
105,"[0.5602540030250873, 0.44443870033861504, 0.5557381480412092, 0.4557059563866129, 0.5605265331799782, 0.43665860369390824, 0.6631344211923264, 0.4745688313815412]",4,Democrat
